Department_Code,Course_Number,Course_Name,Course_Description,Course_Credits,Course_Prerequisits
GEOG,4411,Water Resources Management,Geographical aspects of physical water resources and human control systems will be studied. Emphasis will be placed on complex management challenges| derived from the interaction between the water cycle and human control agencies. Major themes include water supply| water quality| hydropower and flood control; each of which will be examined across a range of scales| technologies and societies.,0.5,Geography 1120 or 1140 or permission of the Chair of the Department of Geography and the Environment
GEOG,4431,Conservation Geography,Topics covered will include the history of conservation as embedded in different cultures. A major focus of the course is the examination of national and international case studies to explore the complex relationships between biological conservation| culture and economic development.,0.5,Geography 1120 or 1140 or permission of the Chair of the Department of Geography and the Environment
GEOG,4451,Geography of Risk and Hazard,An examination of the geographic theories| constructs| frameworks and methods used in the study of risk and hazard. Emphasis is placed upon human-environment interaction in environmental and technological hazards.,0.5,Geography 1120 or 1140 or permission of the Chair of the Department of Geography and the Environment
GEOG,4731,Urban Geography,Selected topics pertaining to the economic development of urban environments with a focus on such topics as: demographic change; housing market dynamics and neighbourhood transition; decentralization of commercial and industrial activity; the revitalization of core areas; local adaptation to the forces of global economic restructuring.,0.5,Geography 2511 or permission of the Chair of the Department of Geography and the Environment
GEOG,4771,Sustainable Communities,A review of current literature and practical applications relating to concept of sustainable community planning| with specific reference to neighbourhood design| transportation systems| land use zoning| water and energy usage| and agriculture. The measurement of urban sustainability and the sustainability of human activities at regional and city scales are also considered.,0.5,Geography 1120 or 1140 or permission of the Chair of the Department of Geography and the Environment
GEOG,4811,Rural Geography,A course dealing with the theories| data| research procedures and planning policies used in rural geography. The focus is on such topics as agriculture| settlement| land use| landscape evaluation and tourism.,0.5,Geography 2811 or permission of the Chair of the Department of Geography and the Environment
GEOG,4831,Indigenous Geographies of Mountain Areas,Theory and practice in the ethnoscience of mountain peoples: especially ethnogeographic aspects of mountain botany| zoology| ecology and cartography. Students will work on case studies in consultation with the instructor and with indigenous groups and scholars in other parts of the world.,0.5,Geography 1120 or 1140 or permission of the Chair of the Department of Geography and the Environment
GEOG,4911,Special Topic in Advanced Geography: Half Year,Half course in a specially-chosen field of geographical interest| at the advanced level.,0.5,Permission of the Chair of the Department of Geography and the Environment
GEOL,1050,Introductory Geology for Forestry Degree Students,Large-scale structure of the Earth; tectonic| rock and geochemical cycles. Minerals| rocks and their influence on soil fertility. Energy interactions at the Earth's surface - hydrological and atmospheric cycles. Soils and their relation to bedrock and climate| with special reference to forested terrains. Exogenic geologic processes with special influence on glacial sediments.,0.5,none
GEOL,1110,Planet Earth,The course offers students the opportunity to better understand and appreciate the evolution and internal functions of the Earth through geological time. An overview of minerals and rocks is followed by discussion of internal processes including igneous activity| earthquakes and magnetism. The origin of continents| ocean basins and large scale structures is presented by applying the concepts of plate tectonics.,0.5,Environmental Studies 1111
GEOL,1111,Planet Earth with Laboratory,The course offers students the opportunity to better understand and appreciate the evolution and internal functions of the Earth through geological time. An overview of minerals and rocks is followed by discussion of internal processes including igneous activity| earthquakes and magnetism. The origin of continents| ocean basins and large scale structures is presented by applying the concepts of plate tectonics. Laboratory exercises will be devoted to the study of rocks and minerals.,0.5,Environmental Studies 1112
GEOL,1130,Crust of the Earth,Emphasis is placed on the Earth's crust especially on near-surface processes and their products. The principles of stratigraphy| significance of fossils| variety of depositional environments and hydrogeology are some topics that will be presented. Discussion of geology and the environment will include geological resources| energy consumption and changes to the natural environment caused by human activity.,0.5,Environmental Studies 1131
GEOL,1131,Crust of the Earth with Laboratory,Emphasis is placed on the Earth's crust especially on near-surface processes and their products. The principles of stratigraphy| significance of fossils| variety of depositional environments and hydrogeology are some topics that will be presented. Discussion of geology and the environment will include geological resources| energy consumption and changes to the natural environment caused by human activity. Laboratory exercises will introduce the student to the use of geological maps and cross-sections.,0.5,Environmental Studies 1132
GEOL,2112,Principles of Geophysics,"Principles and applications of solid-earth geophysical techniques| especially in magnetic and gravity surveying (""prospecting"")| and the study of rock magnetism with all its implications for paleomagnetism| archeology and geomorphology.",0.5,none
GEOL,2210,Mineralogy,An introduction to mineral sciences| which includes appearance| structure| physical properties and occurrence of minerals| their application in material-science based industries and their significance in rocks| mineral deposits and environmental systems. Different mineralogical techniques such as macroscopic identification techniques| optical microscopy and X-ray powder diffraction will be also discussed.,0.5,none
GEOL,2213,Igneous Processes and Products,An overview of the origin and nature of magmas| their intrusive and extrusive phenomena| the products of crystallization| their economic importance and their potential hazards. The products of igneous activity will be studied in hand-specimen.,0.5,Geology 2210 or 2217
GEOL,2214,Sediments and Sedimentary Rocks,Topics discussed in the course include: erosion and deposition; shape and size distribution of sediment grains; the interaction between a moving fluid and loose sediment; conditions required for the initiation of sediment transport; classification and mode of formation of sedimentary structures; units formed by wind| wave| tide and mass-flow processes; classification and biologic and chemical controls on the deposition of carbonates; the origin of evaporites| chert| coal| petroleum| and phosphate| iron and magnesium deposits; diagenesis of siliciclastics and carbonates. The laboratory exercises will involve hand sample and microscopic examination of sedimentary rocks and study of the relationship between the mineralogy of the detritus and the mineralogy of the source terrain.,0.5,none
GEOL,2215,Igneous Processes and Products with Laboratory,An overview of the origin and nature of magmas| their intrusive and extrusive phenomena| the products of crystallization| their economic importance and their potential hazards. Laboratory studies will familiarize the student with the diverse nature of igneous products by hand-specimen and thin section study.,0.5,Geology 2217
GEOL,2217,Mineralogy with Laboratory,An introduction to mineral sciences| which includes appearance| structure| physical properties and occurrence of minerals| their application in material-science based industries and their significance in rocks| mineral deposits and environmental systems. Different mineralogical techniques such as macroscopic identification techniques| optical microscopy and X-ray powder diffraction will be also discussed. Laboratory work will treat the application of these techniques to minerals.,0.5,Permission of the Chair of the Department
GEOL,2219,Geochemistry,Trace element behaviour in magmatic and aqueous systems| phase diagrams| distribution coefficients| analytical techniques and assessment of data quality| stable isotopes| applications of geochemistry to sedimentary and ore forming processes.,0.5,Geology 1111 and 1131 and Chemistry 1130
GEOL,2310,Understanding Geology Through Maps,This course deals with the interpretation of the three-dimensional configuration of rock bodies from their distribution at the surface as represented on geological map. Topics will include: the distinction of various stratigraphic and secondary contacts between rock bodies| the attitudes of rock bodies at depth| the construction of geological maps from bore hole or seismic profile data| the determination of displacements on faults| the construction of mine plans at certain levels below O.D.| the construction of subcrop maps below unconformities| the construction and interpretation of isopachytes| and the determination of ore shoot intersections. A brief overview of the techniques used to determine both relative and absolute ages of geological bodies and of geological events.,0.5,none
GEOL,2318,Field Mapping,Areas of bedrock outcrop will be visited the week following final spring examinations. These field areas will be utilized to teach the principles of basic mapping. Students will begin by constructing base maps using compass and pace techniques. Field identification of igneous| sedimentary and metamorphic rocks will be stressed and this information will be plotted on the base map to produce a geologic map. The final project will be a multi-day mapping exercise where the student will learn to utilize GPS (global positioning system) data to plot locations on topographic base maps.,0.5,Geology 1111 and 1131 and Geology 2310 and/or Geology 2217 or permission of the Chair of the Department
GEOL,3015,Introductory Geology for Engineers,An introduction to Earth systems| cycles| and materials followed by discussion of Earth's interior processes| including seismicity and volcanism| leads to description of common crustal structures and their role in regional and global tectonism. Subsequently emphasis will be directed to a study of important surface processes| resulting features| and geologic hazards. Laboratory work includes the identification of common minerals and rocks| a study of common structures in section and plan view| three-point problems| interpretation of geologic maps| and application of stereographic projection in solution of structural problems.,0.5,none
GEOL,3110,The Earth and Life Through Time,We will examine the evolution of planet Earth and its inhabitants through geologic time. We will begin by discussing the formation of the early Earth| its atmosphere| and hydrosphere| and learn how these influenced the types of one celled organisms which first developed on the planet. The rise of metazoans and multicellular life with hard parts will then be linked to changes in the atmosphere and stabilization of the continents. Subsequent lectures will deal with life forms present during the past 600 million years and with the formation of the earth as we know it today through the movements of lithospheric plates. Fossils from the time periods under discussion will be examined in conjunction with the lectures.,0.5,none
GEOL,3130,Glacial Systems,A systems approach to understanding the processes| deposits and nature of past glaciations in earth history. Glacial deposits| from Precambrian to recent| will be examined. Other topics covered: geochronology of Recent deposits; the effects of northern hemisphere glaciation on mid-latitude and equatorial regions; and| use of glacial deposits in mineral exploration. Students will be required to attend a number of day-long field trips to study local glacial deposits.,0.5,Geology 2214 or permission of the Chair of the Department
GEOL,3216,Ore Petrology,The study of ores and ore minerals to include the following: ore mineralogy| ore textures and their interpretation| significant ore systems. Laboratory work to include hand specimen work| ore microscopy and fluid inclusions.,0.5,Geology 2217
GEOL,3217,Metamorphism,Physical controls of metamorphism| distribution in space and time| heat flow| global heat budget. Tectonic and historical contingencies affecting the distribution of facies series. Plate tectonic and other tectonic controls on the distribution and style of metamorphism. Deformation processes in crystalline materials| diffusion| crystal plasticity| microscopic deformation mechanism in general.,0.5,Geology 2217
GEOL,3310,Structural Geology and Tectonics,Response of rocks to stress| phenomenological models| strain estimates| strain histories and their interpretation. Orientation-distributions of grains and the origin of anisotropic petrofabrics. Three-dimensional representation and interpretation of orientation data (sterograms) manually and by computer. Structural mapping techniques in metamorphic and other terranes. Structural procedures adapted for specific tectonic environments.,0.5,"Geology 1111, 1131, 2310 and 2318 or permission of the instructor"
GEOL,3311,Environmental Geology,The relevance of geology to human society is investigated. Throughout the course students will be taught to relate their newfound understanding of Geology to interpreting the world around them. Topics to be discussed include volcanic hazards| earthquakes| flooding| landslides| desertification and glaciation| global warming| groundwater issues| soil erosion| resource geology| fossil fuels| renewable energy sources| waste management| pollution and environmental law. No specialist knowledge of geology is required as the basic geological principles underlying each topic will be explained each week.,0.5,Environmental Studies 3312
GEOL,3410,Depositional Environments,Interpretation of the depositional environment in which sediments accumulated requires comparison of the lithofacies present in the rock record with standard lithofacies models developed from the study of recent environments. Lithofacies models discussed in this course include: alluvial fans (humid and arid); river systems (meandering| braided and anastomosing); aeolian deposits; lakes (playa| temporate and glacial); deltas (river| wave and tide dominated); strandlines (siliciclastic and carbonate); shelves (siliciclastic and carbonate); deep marine (slope| submarine fan and pelagic); glacial; and volcaniclastic. The laboratory exercises provide practical experience in interpreting depositional environments.,0.5,Geology 2214
GEOL,4011,Environmental Geochemistry,An introduction to environmental geochemistry emphasizing the interactions of chemical| physical| geological and biological factors in controlling the chemical distribution| composition and structure of aqueous systems. Students will be introduced to various topics in aqueous geochemistry such as mineral equilibria| ion exchange| redox equilibria| mass transport and the application of radiogenic and stable isotope tracers to environmental systems. Students will gain practical experience with computer software used for modeling geochemical reactions and processes.,0.5,Chemistry 1130 or Chemistry 1131 and either Geology 2219 or Chemistry 2111
GEOL,4015,Basic Scientific Methods in Geology,Specific topics concerned with problems and materials encountered by Civil and Environmental Engineers. Topics discussed may include: application of geometrical techniques to the solution of problems in structural geology| quarrying and mining; natural radioactivity| its causes and consequences (radon| groundwater chemistry); applications of mineralogical and geological principles to radioactive waste disposal; origin and nature of some industrial minerals (diamond| graphite| salt| gypsum| asbestos| silica); the mineralogy| composition and stability of natural and synthetic silicate and carbonate constructional materials (granite| sandstone| bricks| Portland cement).,0.5,Geology 3015 or 1110 or 1130 or permission of the Chair of the Department
GEOL,4137,Groundwater,Both the physical and chemical attributes of groundwater are examined. Porosity and permeability will be examined for various types of substrate consisting of loose sediment and bedrock. Methods of evaluating groundwater flow rates and aquifer volumes will be utilized to quantify subsurface water supplies. Techniques employed in exploring for groundwater reserves will be discussed. Groundwater geochemistry forms the other important aspect of material taught in this course. The chemical variability of natural groundwater (Eh| pH| dissolved ion concentration) will be contrasted with the effects of pollution (esp. sewage| pesticides and hydrocarbons) on aquifer systems. Remediation methods for contaminated aquifers will be explored.,0.5,none
GEOL,4161,Field School,Geology majors are required to complete a two- to three-week field program totalling about 150 hours. The normal time for this course is during late August to early September after completion of the third year of Geology courses. Location of the project areas may vary from year to year| but| generally regions adjacent to Lake Superior are visited. The students will be exposed to a variety of field techniques in diverse geological settings and will be required to formalize field observations in geological reports.,1,Enrolment restricted to geology majors except where special permission of the Chair of the Department is granted.*
GEOL,4181,Techniques and Research in Geology: Thesis,Detailed practical instruction by members of the Department in special techniques related to the student's limited research project which involves either or both field and laboratory studies. Students will be expected to attain a high level of technical competence during the period of this course. A thesis will be prepared after consultation and discussion with a faculty supervisor and will be examined by means of oral presentation.,1,Permission of the Chair of the Department
GEOL,4215,Advanced Igneous Petrology,Investigation into the nature and origin of volcanic and plutonic igneous rocks. Discussion of radiogenic isotopes| dating methods| trace element behaviour in different tectonic environments| and stable isotopes as applied to igneous petrogenesis.,0.5,Geology 2215 and 2219
GEOL,4313,Geological Case Studies,A team-taught program of case studies| each of which will be chosen to exemplify a certain characteristic style of tectonic terrain| whether it be primarily igneous| metamorphic| deformed| or sedimentary. Each case study will use published maps and reports for two to three weeks| after which progress will be judged by essays and seminars. Typical case studies may include| for example| an Archean terrane| a Proterozoic terrane| a Phanerozooic basin| a fold-and-thrust-belt| a basin-and-range province| an ophiolite| a transtensional (pull-apart) region and/or an impact-site. The topics may be finalized according to the interests of the class.,0.5,Permission of the Chair of the Department
GEOL,4411,Mineral Deposits,A survey of the geology of mineral and energy resources| with emphasis on those in northern regions. Laboratory work will consist of the study of ore suites and other materials from representative deposits.,0.5,"Geology 2215, 2219 and 3216"
GEOL,6000,Petrophysics,error,0,error
GERO,1110,Introduction to Gerontology,Students are introduced to gerontology through a developmental lifespan study of the aging process. Students are also given the opportunity to develop an understanding of the factors affecting the lives of older adults from a multidisciplinary perspective. The content examines: overview of population aging; theories and research in social gerontology; aging from physical| psychological and sociological perspectives; normal and pathological changes as people age; health in later life; families and social support; caregiving; and issues concerning the end of life. It is recommended| but not required that this course be taken prior to other courses n the interdisciplinary Gerontology programs.,0.5,none
GERO,1130,Aging in Canada,As Canada is an aging society| there is a growing interest in the phenomenon of aging from a variety of perspectives. Issues relevant to older people and the society at large are examined| such as: implications of population aging; myths and realities of aging in Canada; attitudes and ageism; aging and ethnicity; elder abuse; work| retirement and economic security; living arrangements; leisure and recreation; health care system and policy making; and successful aging in Canada.,0.5,none
GERO,2010,Introduction to Palliative Care,An overview of the principles and practices of palliative care from a multidisciplinary and holistic perspective. Content includes psychosocial and physical issues| effective communication| grief and bereavement. This historical background of the hospice movement leading to the development of current philosophy of care will be explored. It is recommended but not required that this course be taken prior to other required courses in the Interdisciplinary Palliative Care Certificate Program.,0.5,none
GERO,2110,Overview of Dementia Studies,An introduction to the factors affecting the quality of life of people with dementia and their caregivers: the cultural| social and physical environments; social support; societal attitudes and intervention; and management strategies. Attention is given to 1) the diagnosis of dementia; 2) types| prevalence and course of the illness; 3) behavioural| cognitive| and physical symptoms; 4) ethical and legal issues; 5) professional management and treatment issues; 6) family caregiving issues; and 7) implications for health and social policy.,0.5,none
GERO,2139,Gerontology,See School of Nursing| Nursing Courses| Nursing 2139| for full course description.,0.5,Nursing 2139/Women's Studies 2139
GERO,2501,Family Sociology,See Department of Sociology| Sociology Courses| Sociology 2501| for full course description.,1,Sociology 2501/Women's Studies 2501
GERO,2509,Sociology of Health and Illness,See Department of Sociology| Sociology Courses| Sociology 2509| for full course description.,1,Sociology 2509
GERO,2511,Biomedical Ethics,See Department of Philosophy| Philosophy Courses| Philosophy 2511| for full course description.,0.5,Philosophy 2511
GERO,3070,Adapted Physical Activity,See School of Kinesiology| Kinesiology Courses| Kinesiology 3070| for full course description.,0.5,Kinesiology 3070
GERO,3100,Special Topics,none,1,Yes
GERO,3111,Special Topics,none,0.5,Yes
GERO,3131,Psychology and Aging,See Department of Psychology| Psychology Courses| Psychology 3131| for full course description.,0.5,Psychology 3131
GERO,3230,Dementia Care: A Case Study Approach,The case study approach will be used to explore the concepts of holistic care of persons with dementia. Principles| theories and knowledge of dementia and dementia care acquired will be integrated into these cases.,0.5,Social Work 3230
GERO,3437,Social Work Practice with Older People,See School of Social Work| Social Work Courses| Social Work 3437| for full course description.,0.5,Social Work 3437
GERO,3439,Living with Grief and Loss,See School of Social Work| Social Work Courses| Social Work 3439| for full course description.,0.5,Social Work 3439
GERO,3450,Introduction to Case Management,See School of Nursing| Nursing Courses| Nursing 3450| for full course description.,0.5,Nursing 3450/Women's Studies 3450/Social Work 3450
GERO,3513,Sociology of Aging,See Department of Sociology| Sociology Courses| Sociology 3513| for full course description.,0.5,Sociology 3513
GERO,3515,Life Course Studies,See Department of Sociology| Sociology Courses| Sociology 3515| for full course description.,0.5,Sociology 3515/Social Work 3515
GERO,4055,Interprofessional Education and Wellness,See School of Kinesiology| Kinesiology Courses| Kinesiology 4055| for full course description.,0.5,Kinesiology 4055/Nursing 4055/Social Work 4055
GERO,4151,Advanced Studies in the Psychology of Aging,See Department of Psychology| Psychology Courses| Psychology 4151| for full course description.,0.5,Psychology 4151
GERO,4511,Sociology of Disability,See Department of Sociology| Sociology Courses| Sociology 4511| for full course description.,0.5,Sociology 4511/Social Work 4511/Women's Studies 4511
GERO,4515,Issues in Social Gerontology,See Department of Sociology| Sociology Courses| Sociology 4515| for full course description.,0.5,Sociology 4515
GERO,4719,Advanced Seminar in Gerontology,An examination of recent cutting-edge research in gerontology. Because of the worldwide aging of populations| theoretical and practical knowledge about aging and the aged have become increasingly significant for practice and policy. The course will include presentations by researchers working on different issues in gerontology who will elaborate on research issues and findings relevant to their areas of expertise.,0.5,none
GERO,4770,Psychosocial Palliative Care,See School of Social Work| Social Work Courses| Social Work 4770| for full course description.,0.5,Social Work 4770
HIST,1100,The Making of the Modern World," How did we get here from there? This introductory course explores how historians attempt to explain developments in the modern world during the last six or seven centuries. The precise focus will depend upon the instructor.
",1,none
HIST,2010,Environmental History: A Global View,An historical survey of human interaction with the environment from the earliest fishing| gathering| and hunting societies to the contemporary global spread of industrial capitalism. Increasing evidence of ecological crisis in the late twentieth century and responses to this evidence are given historical context.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2110,"Modern Europe I, 1789-1914",A survey of modern European history from the French Revolution to the eve of the First World War. It is organized chronologically and thematically and concentrates on major developments in politics (national and international)| ideology| society and culture. The study of key events or phenomena will provide a clear understanding of the main historical forces at work.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2115,"Germany, 19th Century",A survey of 19th Century German history highlighting the social| economic| and political forces leading to unification; the religious| class| and racial aspects of 19th Century German political culture; Germany’s foreign relations; and the lead-up to World War I.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2116,"Germany, 20th Century",A survey of 20th Century German history from World War I to Reunification. A chronological and thematic approach will lead students through Germany’s transformation from an authoritarian empire| democratic republic| dictatorship| national division| and reunification after the collapse of the Cold War. Close readings of primary source documents will acquaint students with the social and cultural consequences of Germany’s many political upheavals.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2130,"Modern Europe II, 1914-1990",A survey of modern European history from the First World War to the German reunification. It is organized chronologically and thematically and concentrates on major developments in politics (national and international)| ideology| society and culture. The study of key events or phenomena will provide a clear understanding of the main historical forces at work. The lectures will be supported by the study of selected historical and historiographical documents.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2138,"Revolutionary France, 1789-1870",A survey of modern French history from the French Revolution to the downfall of the Second Empire. The content is organized chronologically and thematically and concentrates on major developments in politics| ideology| society and culture. The study of key events or phenomena will provide a clear comprehension of the main historical forces at work. More specifically| one of the aims of this course will be to understand the alternation of revolutionary outbreaks and conservative reactions from the French revolution to the Commune in 1870. The lectures will be supported by the study of selected historical and historiography documents.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2139,"Republican France, 1870-1983",A survey of French history from the establishment of the Third Republic to the first years of Francois Mitterand's presidency. The content is organized chronologically and thematically and concentrates on major developments in politics| ideology| society and culture. Special attention will be given to French colonization and decolonization| and to France's policies during the two World Wars and the Cold War.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2171,Finland and the Nordic Region in the 19th Century,Finland| Sweden| Norway| and Denmark| with cognate reference to Iceland| Greenland| Karelia| and the Baltic Nations. The Congress of Vienna settlement; the National Awakenings and ethno-cultural nationalism; the growth of commerce and industry; the diversification of society and thought; political and cultural change; emigration; the competition of German and English influence.,0.5,"History 1100 and/or Northern Studies 1111 and 1112, or permission of the Chair of the Department of History"
HIST,2172,Finland and the Nordic Region in the 20th Century,Finland| Sweden| Norway| and Denmark| with cognate reference to Iceland| Greenland| Karelia| and the Baltic Nations. Economic| social| and political diversification; emigration; Norwegian separatism and independence; Finnish recovery of statehood; inter-cultural adjustments; the tests of two World Wars; Mannerheim and the independence of Northern Europe; indigenous populations; social and economic policy; neutral or allied; the new prosperity and the global extension.,0.5,"History 1100 and/or Northern Studies 1111 and 1112, or permission of the Chair of the Department of History"
HIST,2201,Greek,Major topics in Greek history down to the death of Alexander the Great (323 B.C.).,1,History 1100 or permission of the Chair of the Department of History
HIST,2203,Roman,Major topics in Roman history down to 500 A.D.,1,History 1100 or permission of the Chair of the Department of History
HIST,2350,Modern Canada,A broad survey of Canadian history after 1850 exploring social| political| military| economic| and cultural perspectives. Issues examined can include political struggles and development| aboriginal claims and conflicts| immigration| social reform| regionalism| gender| modernization| and multiculturalism. The course content will address such topics as Canada’s involvement in overseas conflicts| the Great Depression| constitutional adjustments| and Canada’s changing place in the world.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2510,The Americas to 1870, A comparative survey of the societies and cultures of the Americas from the late fifteenth century to the nineteenth century. Examined are the cultural| economic| and political exchanges and adaptations that took place as Europeans| Africans| and Indigenous Peoples came into contact in regions as far flung as Newfoundland and the southern tip of South America.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2511,The United States after the Civil War,A broad survey of the United States from the post-Civil War period to the present day emphasizing the political| economic| and social developments of the nation. It explores major events in the recent American experience| such as world wars| the Great Depression| and the Civil Rights Movement| but will also focus attention on overarching themes| such as race| gender| class| region| consumerism| and technological innovations| which have uniquely defined modern America.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2515,Modern Latin America and the Caribbean,Designed to give students a general knowledge of Latin American and Caribbean History during the nineteenth and twentieth centuries.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2611,Chinese,A survey of the civilization of China from the earliest times to the present: a study of the traditional civilization of China through the reading of contemporary sources; an examination of the modern transformation of this civilization.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2619,Modern South Asia,A survey of historical processes in South Asia from c. 1750 to the present. Themes include the interactions between different peoples and cultures in the region| the European colonial system| national liberation struggles| and the economic and political challenges in the formation of post-colonial nation-states.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2811,Special Topics,A special course normally given in the Fall Term. Name of the instructor and the subject matter of the course will be announced in advance by the Department.,0.5,History 1100 or permission of the Chair of the Department of History
HIST,2821,Special Topics,A special course normally given by a visiting faculty member. Name of the instructor and the subject matter of the course will be announced in advance by the department.,1,History 1100 or permission of the Chair of the Department of History
HIST,3106,European Women in Historical Perspective,This course provides an historical survey examining the social| political| economic| and religious positions of European women from the Medieval perio,1,Two FCEs in History or permission of the Chair of the Department of History
HIST,3140,The Hitler State,A historical assessment of the politics and personality of Adolf Hitler and the impact of Nazism on Germany and the world| 1919-45.,1,Two FCEs in History or permission of the Chair of the Department of History
HIST,3160,The Holocaust,"A chronological and thematic study of the Nazi-led destruction of the European Jews.
",1,Two FCES in History or permission of the Chair of the Department of History
HIST,3311,The American Impact on Canada,An investigation in an historical context of the relationship between Canada and the United States| emphasizing the economic| social| and cultural aspects of this relationship rather than the diplomatic.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3312,Canadian Labour History,An examination of social| political| and economic issues shaping the development of the Canadian working class from the seventeenth century to the late twentieth century. Students will examine ideological divisions| ethnic relations| and gender roles within the working class and within the labour movement| with special attention given to the history of Northwestern Ontario.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3313,Canadian Military History to 1919,An overview of Canadian military history from the first permanent European settlement to the end of World War I| including the impact of war on Canada| defence policy issues| the evolution of Canada's military| the Militia Myth| the conscription crisis of 1917 and specific wars such as the War of 1812| Boer War and World War I.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3314,History of the Canadian North,Introduces students to the history of Northern Canada. Major themes include evolving cultural| political| socio-economic| and environmental histories| with particular attention paid to the Canadian North's historical position within the Circumpolar World.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3315,Canadian Military History Since 1919,An overview of Canadian military history from the end of World War I to the present| including the impact of war on Canada| defence policy issues| the evolution of Canada's military| conscription crises| peacekeeping and specific wars such as the World War II| Korean War| and Cold War.,0.5,Two FCEs in History or permission of the Chair of the Department of History 
HIST,3316,Canadian Business History,An examination of the historical forces that have shaped Canadian business and how they impact its present and future.  The course traces the evolution of different business sectors| examines the emergence of management as a professional field| identifies the key stakeholders involved in these developments| and locates the position of Canadian business within a global context.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3317,Arctic Sovereignty,See Interdisciplinary Programs in Northern Studies| Northern Studies Courses| Northern Studies 3317| for full course description.,0.5,Northern Studies 3317
HIST,3330,The North American Fur Trade,error,0,error
HIST,3332,Popular Culture in Modern Canada,Critically examines the history of popular culture in modern Canada. Topics covered include art| music| spectator sports| fashion| food and drink| dating rituals| and carnivals.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3333,Colonial Encounters in Canada,"Moving beyond traditional definitions of colonialism| the course explores the breadth and nature of Canada's internal colonial project through a thematic| rather than a chronological| approach. The course content focuses on relations of race| gender| class| and sexuality forged in colonial space and examines the contested and complicated terrain and legacies of colonial encounters in Canada. Students are encouraged to re-examine the history of Canada through the lens of colonialism and consider its impact on nation building| citizenship| and nationalism.
",0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3335,"Women and Gender in Early Canadian History, 1500s to 1800s",Offers a survey of the diverse experiences of women in Canada from the 1500s to the 1800s. Emphasizes the ways in which race/ethnicity| class| gender| and sexuality shaped the lives of women in Canada.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3336,"Women and Gender in Recent Canadian History, 1800s to Present",Offers a survey of the diverse experiences of women in Canada from the 1800s to the present. Emphasizes the ways in which race/ethnicity| class| gender| and sexuality shaped the lives of women in Canada.,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3408,Victorian Culture and Society,The cultural and social history of Britain from the 1830s to the beginning of World War I.,1, Two FCEs in History or permission of the Chair of the Department of History
HIST,3413,Tudor and Stuart England,A study of the fundamental questions emerging from Britain’s historical development in the sixteenth and seventeenth centuries from a scarcely significant European region to a creative and innovative polity of world importance.,0.5, Two FCEs in History or permission of the Chair of the Department of History
HIST,3501,20th Century Central America and the Caribbean,Designed to give students a general understanding of the main events in the evolution of Central American and Caribbean history since 1900. The focus is on issues of gender| class| race and ethnicity within the context of the social| political and economic developments in the region during the twentieth century.,1,Two FCEs in History or permission of the Chair of the Department of History
HIST,3701,International History in the 20th Century,"A study of the causes and effects of the two World Wars and of the Cold War. How the international ""system"" has changed| the significance of ""total war""| the influence of armament on the foreign policies and military strategies of the Great Powers.",1,Two FCEs in History or permission of the Chair of the Department of History
HIST,3703,Women in Classical Antiquity,See Department of Languages| Language Courses| Classics Courses| Classics 3701| for full course description.,1,Women's Studies 3701/Classics 3701
HIST,3710,International Development in Historical Perspective,"Examines the key institutions| themes| concepts| and theories that define the twentieth-century history of international development. The course focuses on economic| social| political| and environmental aspects of historical development in the ""Third World"".",0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3714,Topics in Gender History,Offers an investigation of gender history using a diverse range of geographic contexts| time periods| and thematic fields. Explores the historical and social constructions of masculinities and femininities in relation to how they shape lived experiences.,0.5,"History 1100 or Women Studies 1100 and two FCEs in History at the second year level, or permission of the Chair of the Department of History"
HIST,3715,History in Frame – Events to 1900,This course takes a critical look at how history and historical events prior to 1900 are portrayed on film. Students will explore historical themes| comparing film to the written record| and they will study how different film forms have been used as historical narrative. ,0.5,Two FCEs in History or permission of the Chair of the Department of History
HIST,3716,History in Frame – Events since 1900,This course takes a critical look at how history and historical events since 1900 are portrayed on film. Students will explore historical themes| comparing film to the written record| and they will study how different film forms have been used as historical narrative.,0.5,Two FCEs in History or permission of the Chair of the Department of History
